sno,year,gender,tid,mid,player1,country1,firstServe1,ace1,double1,firstPointWon1,secPointWon1,fastServe1,avgFirstServe1,avgSecServe1,break1,return1,total1,winner1,error1,net1,win
615,2009,m,4,283368,Guillermo GarciaLopez,ESP,50,5,18,75,47,0,0,0,42,44,156,0,0,0,1
616,2009,m,4,283366,Marco Chiudinelli,SUI,63,6,1,84,53,0,0,0,63,44,113,0,0,0,1
617,2009,m,4,283359,Mikhail Youzhny,RUS,56,11,8,84,35,201,185,151,64,47,125,49,40,67,1
618,2009,m,4,283360,Tommy Robredo,ESP,57,7,2,85,62,0,0,0,50,37,113,0,0,0,1
619,2009,m,4,283362,Nikolay Davydenko,RUS,62,6,1,67,65,0,0,0,45,44,102,0,0,0,1
620,2009,m,4,283398,Olivier Rochus,BEL,62,2,2,76,58,0,0,0,55,53,98,0,0,0,1
621,2009,m,4,283401,Radek Stepanek,CZE,51,11,2,77,51,0,0,0,60,47,101,0,0,0,1
622,2009,m,4,283407,Somdev Devvarman,IND,72,4,2,70,57,0,0,0,50,46,104,0,0,0,1
623,2009,m,4,283363,Jan Hernych,CZE,59,4,6,71,42,0,0,0,30,43,153,0,0,0,1
624,2009,m,4,283364,Robin Soderling,SWE,59,18,5,87,47,217,201,144,60,45,112,46,37,43,1
625,2009,m,4,283365,Simon Greul,GER,51,15,9,81,48,0,0,0,35,39,151,0,0,0,1
626,2009,m,4,283399,Andy Roddick,USA,81,13,1,80,62,233,191,149,67,49,90,28,15,72,1
627,2009,m,4,283431,Marsel Ilhan,TUR,67,15,4,71,43,0,0,0,47,41,164,0,0,0,1
628,2009,m,4,283408,Leonardo Mayer,ARG,64,8,6,69,53,0,0,0,38,40,137,0,0,0,1
629,2009,m,4,283406,Robert Kendrick,USA,68,16,1,85,46,0,0,0,75,50,86,0,0,0,1
630,2009,m,4,283405,Philipp Kohlschreiber,GER,60,4,2,70,61,197,170,119,46,46,97,23,28,64,1
631,2009,m,4,283404,Marc Gicquel,FRA,56,8,7,75,42,0,0,0,36,47,147,0,0,0,1
632,2009,m,4,283403,Juan Ignacio Chela,ARG,63,4,1,86,52,0,0,0,50,41,104,0,0,0,1
633,2009,m,4,283402,James Blake,USA,63,11,2,70,63,204,180,141,43,46,108,38,33,89,1
634,2008,m,4,252635,Roger Federer,SUI,59,3,0,79,45,202,183,131,70,51,94,36,33,70,1
635,2008,m,4,252446,Andy Murray,GBR,65,21,3,79,63,209,178,138,20,42,149,65,54,70,1
636,2008,m,4,252352,Roger Federer,SUI,64,20,1,76,60,209,186,144,42,38,135,51,28,60,1
637,2008,m,4,252298,Roger Federer,SUI,61,7,0,86,65,209,180,152,9,31,117,42,19,63,1
638,2008,m,4,252292,Novak Djokovic,SRB,64,15,2,72,69,204,186,173,100,37,120,53,28,56,1
639,2008,m,4,252267,Rafael Nadal,ESP,73,3,0,74,68,196,176,146,42,40,112,29,19,92,1
640,2008,m,4,252287,Andy Murray,GBR,57,9,8,72,45,207,170,154,47,42,154,43,61,75,1
641,2008,m,4,252207,Gilles Muller,LUX,59,20,5,85,45,210,193,146,50,33,138,60,45,74,1
642,2008,m,4,252191,Roger Federer,SUI,67,11,5,76,56,210,185,154,43,33,172,66,60,69,1
643,2008,m,4,252200,Andy Roddick,USA,65,8,0,93,73,226,202,144,42,44,88,30,7,69,1
644,2008,m,4,252192,Novak Djokovic,SRB,65,11,4,75,53,204,183,144,46,39,154,55,58,65,1
645,2008,m,4,252084,Mardy Fish,USA,47,5,5,80,55,226,191,148,46,47,105,49,28,65,1
646,2008,m,4,252148,Andy Murray,GBR,56,9,2,82,50,210,176,148,46,48,94,38,15,81,1
647,2008,m,4,252113,Juan Martin Del Potro,ARG,57,7,3,72,54,212,194,136,70,47,96,37,37,67,1
648,2008,m,4,252142,Rafael Nadal,ESP,66,5,6,72,49,197,172,141,50,40,135,37,41,79,1
649,2008,m,4,252024,Igor Andreev,RUS,59,10,4,95,59,217,197,159,36,40,90,22,10,100,1
650,2008,m,4,252026,Andy Roddick,USA,73,19,5,85,54,225,204,130,44,38,108,42,27,81,1
651,2008,m,4,252063,Fernando Gonzalez,CHI,57,12,6,79,58,209,176,133,39,46,147,65,45,70,1
652,2008,m,4,252074,Gilles Muller,LUX,63,38,5,82,54,209,191,157,13,25,175,78,57,69,1
653,2008,m,4,252040,Novak Djokovic,SRB,68,8,3,72,57,205,186,152,46,40,164,34,45,76,1
654,2008,m,4,252014,Tommy Robredo,ESP,83,3,1,72,81,199,160,139,67,45,122,25,17,74,1
655,2008,m,4,252005,Nikolay Davydenko,RUS,66,2,2,73,63,205,167,144,36,43,110,29,35,71,1
656,2008,m,4,252003,Roger Federer,SUI,71,12,3,74,68,202,176,154,55,46,96,39,14,72,1
657,2008,m,4,251963,Juan Martin Del Potro,ARG,63,10,7,76,57,212,194,133,36,38,158,0,73,74,1
658,2008,m,4,251972,Kei Nishikori,JPN,63,4,7,64,51,202,173,143,40,41,155,0,50,56,1
659,2008,m,4,251981,Gael Monfils,FRA,62,12,6,72,50,212,188,148,27,47,107,0,28,65,1
660,2008,m,4,251983,Stanislas Wawrinka,SUI,51,10,2,72,48,210,188,131,65,46,163,0,88,76,1
661,2008,m,4,251984,Andy Murray,GBR,54,18,2,83,60,222,176,146,26,42,191,0,29,64,1
662,2008,m,4,251996,Rafael Nadal,ESP,63,4,3,68,68,204,180,141,60,49,87,0,19,92,1
663,2008,m,4,251998,Mardy Fish,USA,57,16,4,84,45,223,201,152,38,40,106,0,28,67,1
664,2008,m,4,251944,Sam Querrey,USA,66,20,2,86,54,217,193,162,29,31,115,0,13,68,1
665,2008,m,4,251879,Dmitry Tursunov,RUS,63,16,4,77,57,0,0,0,25,37,142,0,0,0,1
666,2008,m,4,251876,Nikolay Davydenko,RUS,68,6,0,75,56,210,172,139,33,38,109,0,28,64,1
667,2008,m,4,251946,Igor Andreev,RUS,58,9,2,87,71,0,0,0,18,30,102,0,0,0,1
668,2008,m,4,251942,Nicolas Almagro,ESP,64,15,3,82,56,223,188,146,33,41,106,0,31,70,1
669,2008,m,4,251899,Fernando Gonzalez,CHI,58,8,4,76,68,204,170,152,57,42,107,0,25,63,1
670,2008,m,4,251896,Marin Cilic,CRO,61,11,4,71,60,212,189,135,36,40,122,0,41,76,1
671,2008,m,4,251978,Fernando Verdasco,ESP,75,4,3,72,58,205,168,139,41,40,195,0,77,65,1
672,2008,m,4,251882,Gilles Muller,LUX,63,36,7,77,39,210,191,148,42,32,140,0,75,54,1
673,2008,m,4,251965,JoWilfried Tsonga,FRA,72,21,2,78,52,213,186,149,40,36,123,0,31,58,1
674,2008,m,4,251954,Novak Djokovic,SRB,71,10,0,72,71,204,181,165,67,34,110,0,13,73,1
675,2008,m,4,251969,Andreas Seppi,ITA,59,3,6,68,57,0,0,0,67,45,123,0,0,0,1
676,2008,m,4,251975,Roger Federer,SUI,64,19,2,80,56,205,176,141,27,43,122,0,46,57,1
677,2008,m,4,251953,Radek Stepanek,CZE,69,14,2,85,61,193,180,160,44,34,122,0,15,86,1
678,2008,m,4,251964,Andy Roddick,USA,60,21,3,79,56,230,202,167,36,37,138,0,21,36,1
679,2008,m,4,251886,Jarkko Nieminen,FIN,67,7,2,63,61,0,0,0,60,39,161,0,0,0,1
680,2008,m,4,251961,Tommy Robredo,ESP,69,5,3,74,58,204,170,154,42,39,128,0,28,69,1
681,2008,m,4,251881,Ivo Karlovic,CRO,78,42,2,90,42,0,0,0,43,32,96,0,0,0,1
682,2008,m,4,251930,Gilles Simon,FRA,52,5,4,71,59,0,0,0,86,49,96,0,0,0,1
683,2008,m,4,251913,Flavio Cipolla,ITA,69,2,4,67,64,0,0,0,46,42,138,0,0,0,1
684,2008,m,4,251910,Rafael Nadal,ESP,70,1,3,81,60,197,170,139,50,49,86,0,11,69,1
685,2008,m,4,251907,Viktor Troicki,SRB,65,9,5,71,57,207,189,148,45,44,105,0,34,69,1
686,2008,m,4,251820,Stanislas Wawrinka,SUI,56,17,5,80,50,210,180,149,83,37,103,0,35,79,1
687,2008,m,4,251846,Jurgen Melzer,AUT,71,18,1,86,50,0,0,0,78,56,84,0,0,0,1
688,2008,m,4,251880,James Blake,USA,57,8,3,74,43,209,183,148,19,45,82,0,27,55,1
689,2008,m,4,251884,Sam Querrey,USA,58,17,3,76,56,217,178,139,27,35,151,0,48,68,1
690,2008,m,4,251933,Juan Martin Del Potro,ARG,57,7,2,74,53,218,189,146,50,43,128,0,41,55,1
691,2008,m,4,251935,Mardy Fish,USA,60,27,0,85,53,217,193,149,50,34,106,0,27,69,1
692,2008,m,4,251875,Gael Monfils,FRA,62,13,8,74,47,215,185,149,40,43,126,0,33,68,1
693,2008,m,4,251801,Kei Nishikori,JPN,58,1,5,82,54,191,170,131,40,51,71,0,16,69,1
694,2008,m,4,251917,Andy Murray,GBR,57,12,2,75,46,209,168,157,67,35,122,0,13,80,1
695,2008,m,4,251901,David Ferrer,ESP,67,11,3,76,63,0,0,0,29,38,143,0,0,0,1
696,2008,m,4,251891,David Nalbandian,ARG,52,5,2,87,56,196,178,154,67,49,101,0,14,82,1
697,2008,m,4,251790,Andy Roddick,USA,62,15,2,89,70,236,209,138,67,46,83,0,14,74,1
698,2008,m,4,251839,Nicolas Almagro,ESP,61,20,3,81,61,0,0,0,50,36,105,0,0,0,1
699,2008,m,4,251825,Novak Djokovic,SRB,62,14,2,81,63,205,185,151,57,39,96,0,22,74,1
700,2008,m,4,251815,Robby Ginepri,USA,57,8,2,75,66,201,175,165,57,40,103,0,19,82,1
701,2008,m,4,251814,Radek Stepanek,CZE,68,15,2,89,48,0,0,0,45,44,101,0,0,0,1
702,2008,m,4,251792,Nikolay Davydenko,RUS,59,3,3,68,70,207,181,131,60,48,97,0,29,52,1
703,2008,m,4,251725,Sam Warburg,USA,70,5,0,86,67,210,183,131,75,56,31,0,3,60,1
704,2008,m,4,251769,Agustin Calleri,ARG,61,17,2,100,45,0,0,0,78,56,88,0,0,0,1
705,2008,m,4,251796,Robert Kendrick,USA,59,28,7,82,68,218,194,167,40,31,143,0,28,67,1
706,2008,m,4,251787,Ernests Gulbis,LAT,63,18,8,77,56,212,194,144,40,40,118,0,31,68,1
707,2008,m,4,251829,Carlos Moya,ESP,70,18,8,91,70,0,0,0,50,34,141,0,0,0,1
708,2008,m,4,251850,Victor Hanescu,ROU,71,13,3,74,68,0,0,0,80,35,116,0,0,0,1
709,2008,m,4,251854,JoWilfried Tsonga,FRA,58,9,6,81,54,220,188,141,78,42,135,0,24,71,1
710,2008,m,4,251779,Marin Cilic,CRO,57,21,5,73,44,0,0,0,26,43,156,0,0,0,1
711,2008,m,4,251856,Dmitry Tursunov,RUS,50,13,11,85,52,222,196,143,29,37,154,0,57,85,1
712,2008,m,4,251819,Chris Guccione,AUS,63,32,3,86,68,222,196,149,6,34,153,0,30,66,1
713,2008,m,4,251700,Jarkko Nieminen,FIN,65,5,2,76,56,0,0,0,43,46,110,0,0,0,1
714,2008,m,4,251690,Mardy Fish,USA,47,15,7,78,53,222,196,143,33,37,156,0,58,62,1
715,2008,m,4,251583,Ivo Karlovic,CRO,58,28,7,89,43,0,0,0,42,43,109,0,0,0,1
716,2008,m,4,251739,Tommy Haas,GER,59,15,4,69,68,201,183,148,50,34,172,0,44,58,1
717,2008,m,4,251730,Tommy Robredo,ESP,62,2,2,78,61,201,175,144,55,46,100,0,17,69,1
718,2008,m,4,251749,Ivo Minar,CZE,54,9,2,81,56,213,191,143,50,47,114,0,26,78,1
719,2008,m,4,251748,Rui Machado,POR,69,2,2,75,55,0,0,0,50,39,113,0,0,0,1
720,2008,m,4,251742,Bobby Reynolds,USA,50,33,7,73,53,0,0,0,23,40,190,0,0,0,1
721,2008,m,4,251679,Guillermo GarciaLopez,ESP,51,2,12,68,40,0,0,0,50,48,132,0,0,0,1
722,2008,m,4,251737,Roger Federer,SUI,74,15,1,73,55,205,183,135,54,52,91,0,20,66,1
723,2008,m,4,251696,Igor Andreev,RUS,57,19,1,77,56,0,0,0,29,38,105,0,0,0,1
724,2008,m,4,251587,Sam Querrey,USA,62,11,1,88,48,212,191,152,54,51,88,0,23,83,1
725,2008,m,4,251708,PaulHenri Mathieu,FRA,56,7,4,73,69,0,0,0,57,33,139,0,0,0,1
726,2008,m,4,251722,Jeremy Chardy,FRA,70,11,1,70,67,0,0,0,38,40,114,0,0,0,1
727,2008,m,4,251626,Florent Serra,FRA,71,1,1,73,83,0,0,0,50,38,74,0,0,0,1
728,2008,m,4,251669,Andreas Seppi,ITA,56,11,9,69,47,199,176,144,60,45,151,0,64,73,1
729,2008,m,4,251762,Gilles Muller,LUX,57,18,5,81,55,0,0,0,43,43,124,0,0,0,1
730,2008,m,4,251733,Marat Safin,RUS,54,8,10,77,49,210,189,141,55,37,135,0,39,79,1
731,2008,m,4,251761,YenHsun Lu,TPE,61,4,11,62,50,0,0,0,35,42,160,0,0,0,1
732,2008,m,4,251752,Fernando Gonzalez,CHI,67,14,4,80,57,201,168,146,14,30,142,0,32,65,1
733,2008,m,4,251664,Fernando Verdasco,ESP,79,4,2,72,81,0,0,0,56,44,92,0,0,0,1
734,2008,m,4,251666,Flavio Cipolla,ITA,67,2,14,63,40,0,0,0,33,43,185,0,0,0,1
735,2008,m,4,251698,Thiago Alves,BRA,61,8,2,69,42,0,0,0,43,41,166,0,0,0,1
736,2008,m,4,251565,Nicolas Devilder,FRA,61,2,8,75,42,0,0,0,42,53,99,0,0,0,1
737,2008,m,4,251618,Thomaz Bellucci,BRA,53,7,6,71,46,0,0,0,43,46,156,0,0,0,1
738,2008,m,4,251628,Philipp Kohlschreiber,GER,47,7,4,84,71,207,185,154,55,46,90,0,9,78,1
739,2008,m,4,251603,David Nalbandian,ARG,54,13,6,90,64,202,181,149,56,46,93,0,21,79,1
740,2008,m,4,251577,Andreas Beck,GER,63,8,5,82,60,212,193,172,50,30,115,0,25,70,1
741,2008,m,4,251524,Gael Monfils,FRA,64,12,5,85,52,215,186,146,86,46,92,0,21,79,1
742,2008,m,4,251487,Gilles Simon,FRA,55,6,1,73,76,0,0,0,42,40,124,0,0,0,1
743,2008,m,4,251462,David Ferrer,ESP,59,2,2,75,81,194,176,149,63,45,97,0,23,68,1
744,2008,m,4,251576,Juan Martin Del Potro,ARG,64,3,4,73,47,210,181,139,40,49,143,0,55,69,1
745,2008,m,4,251605,Wayne Odesnik,USA,63,7,6,69,48,0,0,0,44,42,143,0,0,0,1
746,2008,m,4,251585,Michael Llodra,FRA,56,17,6,75,67,0,0,0,12,36,163,0,0,0,1
747,2008,m,4,251602,James Blake,USA,59,5,6,65,45,205,178,148,20,36,133,0,43,63,1
748,2008,m,4,251629,Rafael Nadal,ESP,73,7,2,74,66,193,170,156,15,40,130,0,35,76,1
749,2008,m,4,251475,Roko Karanusic,CRO,68,12,2,74,57,0,0,0,29,41,139,0,0,0,1
750,2008,m,4,251542,Evgeny Korolev,KAZ,57,15,7,81,46,0,0,0,31,35,128,0,0,0,1
751,2008,m,4,251621,Andrey Golubev,KAZ,44,7,3,81,77,0,0,0,45,43,92,0,0,0,1
752,2008,m,4,251547,Jose Acasuso,ARG,66,8,4,83,52,0,0,0,38,45,95,0,0,0,1
753,2008,m,4,251570,Ryler Deheart,USA,52,19,8,74,56,0,0,0,36,34,173,0,0,0,1
754,2008,m,4,251606,Steve Darcis,BEL,54,9,5,74,55,0,0,0,100,41,142,0,0,0,1
755,2008,m,4,251604,Jiri Vanek,CZE,60,18,3,80,55,0,0,0,45,38,119,0,0,0,1
756,2008,m,4,251488,Kei Nishikori,JPN,52,3,9,77,46,202,172,146,54,44,135,0,39,77,1
757,2008,m,4,251569,Stanislas Wawrinka,SUI,65,8,4,76,53,0,0,0,57,36,106,0,0,0,1
758,2008,m,4,251564,Jurgen Melzer,AUT,61,9,5,69,54,0,0,0,56,36,145,0,0,0,1
759,2008,m,4,251597,Viktor Troicki,SRB,60,6,1,87,60,212,191,162,45,46,98,0,19,93,1
760,2008,m,4,251563,Andy Murray,GBR,51,9,3,79,60,201,170,139,42,45,92,0,20,76,1
761,2005,m,4,1333,Andre Agassi,USA,56,15,7,68,60,207,180,156,44,37,131,41,23,78,1
762,2005,m,4,86938,David Nalbandian,ARG,66,5,3,71,56,196,175,151,58,50,103,28,24,67,1
763,2005,m,4,86053,Jarkko Nieminen,FIN,75,3,1,74,69,202,157,168,25,34,129,58,17,62,1
764,2005,m,4,3290,Lleyton Hewitt,AUS,50,8,8,74,46,204,178,160,50,42,166,68,36,76,1
765,2005,m,4,97135,Fernando Verdasco,ESP,61,13,13,77,41,223,173,146,57,40,160,47,63,65,1
766,2005,m,4,7467,Roger Federer,SUI,69,10,2,85,45,209,183,136,50,41,109,38,20,73,1
767,2005,m,4,13614,Nicolas Kiefer,GER,55,19,6,79,51,215,191,141,64,43,135,46,38,53,1
768,2005,m,4,7209,Dominik Hrbaty,SVK,54,13,10,79,52,210,180,133,35,42,164,61,75,69,1
769,2005,m,4,19138,Davide Sanguinetti,ITA,66,9,2,71,48,204,181,146,50,39,194,49,50,58,1
770,2005,m,4,90863,Robby Ginepri,USA,65,15,2,76,56,204,178,138,38,39,161,53,28,65,1
771,2005,m,4,11102,Guillermo Coria,ARG,59,6,20,70,38,199,154,143,33,46,171,36,47,75,1
772,2005,m,4,79321,James Blake,USA,59,5,3,77,58,215,186,154,47,45,130,36,30,82,1
773,2005,m,4,86210,Jarkko Nieminen,FIN,67,1,0,70,70,201,164,148,38,39,106,14,14,90,1
774,2005,m,4,1000,Andre Agassi,USA,64,11,5,76,50,201,175,138,42,36,154,37,39,69,1
775,2005,m,4,86823,David Nalbandian,ARG,58,8,9,74,48,194,175,125,36,40,139,38,55,68,1
776,2005,m,4,7390,Roger Federer,SUI,61,7,4,72,60,204,181,151,45,38,139,43,33,67,1
777,2005,m,4,3035,Lleyton Hewitt,AUS,57,11,2,75,46,199,175,143,67,58,94,25,15,67,1
778,2005,m,4,90736,Robby Ginepri,USA,62,9,5,71,44,204,173,148,40,39,148,46,48,59,1
779,2005,m,4,1285,Andre Agassi,USA,65,11,3,64,50,199,176,156,54,41,162,56,57,79,1
780,2005,m,4,7637,Roger Federer,SUI,54,11,0,80,53,209,186,141,64,55,91,31,18,67,1
781,2005,m,4,3330,Lleyton Hewitt,AUS,58,6,5,81,49,202,175,133,33,40,131,54,45,75,1
782,2005,m,4,1314,Andre Agassi,USA,58,17,3,76,51,205,175,148,46,37,159,55,42,71,1
783,2005,m,4,7287,Roger Federer,SUI,61,9,2,68,58,202,185,143,27,42,155,59,42,69,1
784,2005,m,4,7272,Roger Federer,SUI,76,19,0,74,58,204,185,136,22,44,132,69,37,60,1
785,2006,m,4,193190,Justin Gimelstob,USA,54,12,2,86,62,0,0,0,57,38,94,0,0,0,1
786,2006,m,4,192837,Andre Agassi,USA,57,17,8,80,45,201,176,138,45,38,164,67,49,74,1
787,2006,m,4,194052,Stanislas Wawrinka,SUI,51,13,7,76,56,215,188,144,71,38,143,61,55,71,1
788,2006,m,4,192997,Xavier Malisse,BEL,67,7,2,79,57,194,176,138,36,45,108,36,24,90,1
789,2006,m,4,193013,Tommy Robredo,ESP,70,6,4,72,56,207,178,133,38,47,97,21,18,71,1
790,2006,m,4,193033,Andy Roddick,USA,70,10,1,79,57,238,196,146,47,53,87,25,9,88,1
791,2006,m,4,193312,Feliciano Lopez,ESP,71,11,0,93,53,218,196,156,38,39,87,39,23,89,1
792,2006,m,4,192958,Nicolas Massu,CHI,50,11,5,86,55,0,0,0,29,36,141,0,0,0,1
793,2006,m,4,194837,Novak Djokovic,SRB,68,9,4,74,55,213,188,139,78,49,112,43,34,70,1
794,2006,m,4,193640,David Ferrer,ESP,60,6,3,74,66,0,0,0,29,45,127,0,0,0,1
795,2006,m,4,193222,Paradorn Srichaphan,THA,61,23,9,82,54,213,196,162,29,27,160,61,45,69,1
796,2006,m,4,193317,Bjorn Phau,GER,49,4,4,77,61,0,0,0,36,45,117,0,0,0,1
797,2006,m,4,194582,Marcos Baghdatis,CYP,54,11,3,90,71,217,193,168,67,30,110,35,8,81,1
798,2006,m,4,193421,Mardy Fish,USA,49,18,3,83,45,220,191,149,38,43,126,48,48,56,1
799,2006,m,4,193645,Rafael Nadal,ESP,58,7,1,87,70,202,180,152,75,37,95,34,10,83,1
800,2006,m,4,192835,Marat Safin,RUS,60,15,0,83,58,217,201,146,46,42,108,49,34,71,1
801,2006,m,4,193447,David Nalbandian,ARG,57,15,9,73,59,205,185,159,50,40,169,50,43,68,1
802,2006,m,4,192870,Roger Federer,SUI,63,7,1,90,42,205,170,133,44,55,103,44,18,76,1
803,2006,m,4,192843,Tim Henman,GBR,65,8,1,75,70,205,185,160,67,41,100,39,11,73,1
804,2006,m,4,193338,James Blake,USA,53,7,5,69,60,212,185,154,50,46,110,41,48,74,1
805,2006,m,4,192840,Lleyton Hewitt,AUS,58,8,5,75,65,199,181,149,50,43,108,38,37,70,1
806,2006,m,4,193173,Vince Spadea,USA,60,4,2,70,59,0,0,0,55,45,97,0,0,0,1
807,2006,m,4,194040,Andy Murray,GBR,50,8,6,67,46,204,173,154,47,48,119,33,27,58,1
808,2006,m,4,192855,Sebastien Grosjean,FRA,62,20,2,76,57,209,191,144,29,37,183,74,50,88,1
809,2006,m,4,192970,Olivier Rochus,BEL,66,4,1,83,67,0,0,0,54,56,91,0,0,0,1
810,2006,m,4,193512,Robby Ginepri,USA,62,12,2,64,55,199,175,149,30,42,131,44,31,66,1
811,2006,m,4,192880,Tommy Haas,GER,55,6,1,79,75,204,188,156,46,48,86,24,17,82,1
812,2006,m,4,194796,Gael Monfils,FRA,57,12,4,71,49,215,188,143,46,40,135,45,60,65,1
813,2006,m,4,194604,Sam Querrey,USA,65,8,3,73,73,220,193,149,33,39,97,35,30,55,1
814,2006,m,4,192887,Jonas Bjorkman,SWE,60,5,5,81,45,0,0,0,35,42,105,0,0,0,1
815,2006,m,4,193972,Teimuraz Gabashvili,RUS,52,10,4,80,49,0,0,0,32,39,142,0,0,0,1
816,2006,m,4,193010,Tommy Robredo,ESP,68,4,1,62,57,199,173,143,80,45,114,32,37,67,1
817,2006,m,4,194411,Benjamin Becker,GER,62,12,3,83,55,223,202,146,50,46,104,44,22,78,1
818,2006,m,4,194833,Novak Djokovic,SRB,63,9,8,76,60,213,189,159,14,28,144,46,54,73,1
819,2006,m,4,193644,Richard Gasquet,FRA,61,6,0,65,63,209,185,123,44,55,93,26,18,69,1
820,2006,m,4,193634,Fernando Verdasco,ESP,75,11,4,79,57,0,0,0,67,39,105,0,0,0,1
821,2006,m,4,193647,Rafael Nadal,ESP,69,7,0,76,73,207,180,149,33,39,120,32,19,61,1
822,2006,m,4,192838,Andre Agassi,USA,64,9,2,69,55,201,170,148,43,40,185,34,47,61,1
823,2006,m,4,192954,Jiri Novak,CZE,67,3,2,69,48,202,188,149,56,36,133,22,25,61,1
824,2006,m,4,193031,Andy Roddick,USA,77,21,1,92,68,225,197,151,50,31,99,40,22,73,1
825,2006,m,4,192995,Xavier Malisse,BEL,45,3,0,88,73,0,0,0,50,54,95,0,0,0,1
826,2006,m,4,192839,Lleyton Hewitt,AUS,45,9,5,74,55,196,183,144,70,54,92,32,18,90,1
827,2006,m,4,192878,Tommy Haas,GER,68,10,6,76,67,201,183,160,50,45,88,32,20,48,1
828,2006,m,4,192861,Roger Federer,SUI,69,6,1,82,68,205,180,154,31,42,111,36,17,80,1
829,2006,m,4,192884,Carlos Moya,ESP,56,11,2,83,64,218,191,149,25,29,112,49,28,81,1
830,2006,m,4,192889,Gaston Gaudio,ARG,63,3,3,77,67,196,175,152,50,43,121,28,24,67,1
831,2006,m,4,193171,Vince Spadea,USA,62,6,4,66,54,205,170,148,60,45,116,39,21,56,1
832,2006,m,4,193337,James Blake,USA,66,15,2,82,61,209,186,149,80,40,108,36,23,67,1
833,2006,m,4,193509,Robby Ginepri,USA,67,6,1,72,73,199,173,138,38,49,110,51,23,74,1
834,2006,m,4,193865,Tomas Berdych,CZE,59,12,4,89,46,215,199,139,67,44,110,53,20,68,1
835,2006,m,4,193366,Fernando Gonzalez,CHI,67,7,2,72,65,205,170,139,40,40,103,36,24,64,1
836,2006,m,4,193601,Marc Gicquel,FRA,54,9,4,83,61,0,0,0,23,37,103,0,0,0,1
837,2006,m,4,194041,Andy Murray,GBR,57,3,3,82,68,207,173,141,73,62,84,34,22,71,1
838,2006,m,4,192833,Marat Safin,RUS,53,14,7,75,52,222,201,157,33,36,158,53,60,73,1
839,2006,m,4,194039,Andy Murray,GBR,58,4,8,77,52,212,176,152,35,38,130,51,25,71,1
840,2006,m,4,192842,Lleyton Hewitt,AUS,51,10,3,81,66,197,180,151,55,49,93,31,15,88,1
841,2006,m,4,192953,Jiri Novak,CZE,66,6,1,77,56,201,186,136,36,37,134,25,40,74,1
842,2006,m,4,194410,Benjamin Becker,GER,49,27,4,71,59,228,194,146,38,38,159,82,71,74,1
843,2006,m,4,193649,Rafael Nadal,ESP,70,8,3,77,73,207,180,175,20,37,126,46,16,78,1
844,2006,m,4,192863,Roger Federer,SUI,61,8,0,82,59,209,186,141,55,48,90,40,21,85,1
845,2006,m,4,193333,James Blake,USA,61,6,2,75,57,209,181,156,21,38,138,40,39,82,1
846,2006,m,4,193457,Nikolay Davydenko,RUS,73,2,1,70,75,205,183,149,75,50,88,22,24,64,1
847,2006,m,4,193641,Richard Gasquet,FRA,53,11,4,72,58,201,180,141,44,38,139,45,27,65,1
848,2006,m,4,193602,Marc Gicquel,FRA,60,12,2,77,40,210,191,146,43,47,163,57,52,79,1
849,2006,m,4,193032,Andy Roddick,USA,67,14,2,75,58,226,202,151,86,34,163,46,29,54,1
850,2006,m,4,193862,Tomas Berdych,CZE,56,18,2,81,46,220,197,152,38,36,164,64,62,72,1
851,2006,m,4,192879,Tommy Haas,GER,59,20,10,79,51,201,186,143,33,32,161,62,64,79,1
852,2006,m,4,192829,Marat Safin,RUS,55,12,2,83,67,215,188,133,55,44,86,40,25,79,1
853,2006,m,4,192986,Mikhail Youzhny,RUS,52,2,1,81,69,199,176,152,44,63,83,18,12,88,1
854,2006,m,4,193646,Rafael Nadal,ESP,60,6,1,80,61,207,178,149,36,40,102,46,31,87,1
855,2006,m,4,192841,Lleyton Hewitt,AUS,52,17,3,64,55,201,176,143,50,39,152,54,45,70,1
856,2006,m,4,193034,Andy Roddick,USA,76,19,0,87,65,233,196,157,67,43,94,32,9,71,1
857,2006,m,4,193336,James Blake,USA,60,13,1,75,55,213,193,159,56,45,103,32,24,67,1
858,2006,m,4,192867,Roger Federer,SUI,64,15,2,78,71,210,186,146,67,37,103,42,29,79,1
859,2006,m,4,192877,Tommy Haas,GER,66,5,4,67,50,204,183,156,83,36,140,41,34,72,1
860,2006,m,4,193458,Nikolay Davydenko,RUS,67,3,4,70,40,209,178,136,56,48,126,38,53,65,1
861,2006,m,4,192989,Mikhail Youzhny,RUS,66,7,3,73,66,205,185,143,44,40,139,49,34,77,1
862,2007,m,4,223608,Jonas Bjorkman,SWE,58,9,4,81,64,0,0,0,38,39,106,0,0,0,1
863,2007,m,4,223591,Max Mirnyi,BLR,55,16,12,82,47,225,202,148,43,35,147,57,48,57,1
864,2007,m,4,223576,Luis Horna,PER,70,12,3,80,61,0,0,0,25,34,116,0,0,0,1
865,2007,m,4,223575,Sebastien Grosjean,FRA,43,5,0,100,75,0,0,0,36,51,52,0,0,0,1
866,2007,m,4,223571,Nicolas Kiefer,GER,54,13,6,86,65,213,191,138,36,43,102,43,32,86,1
867,2007,m,4,223593,Paul Capdeville,CHI,59,11,5,63,52,0,0,0,39,47,179,0,0,0,1
868,2007,m,4,223618,Guillermo Canas,ARG,56,6,4,79,54,201,183,143,50,42,130,37,37,85,1
