sno,year,gender,tid,mid,player1,country1,firstServe1,ace1,double1,firstPointWon1,secPointWon1,fastServe1,avgFirstServe1,avgSecServe1,break1,return1,total1,winner1,error1,net1,win
1283,2003,m,4,18619,Andreas Vinciguerra,SWE,58,6,6,79,48,0,0,0,55,38,154,0,0,0,1
1284,2003,m,4,16247,Bohdan Ulihrach,CZE,69,5,3,75,58,0,0,0,43,44,124,0,0,0,1
1285,2003,m,4,13233,Jonas Bjorkman,SWE,45,5,5,80,56,202,180,146,75,51,92,14,32,76,1
1286,2003,m,4,11650,Todd Martin,USA,57,12,5,81,61,196,170,144,67,46,98,31,30,76,1
1287,2003,m,4,11094,Guillermo Coria,ARG,62,6,1,77,72,193,165,143,42,44,92,33,8,60,1
1288,2003,m,4,3376,Lleyton Hewitt,AUS,53,3,2,84,74,193,170,138,58,47,88,26,16,78,1
1289,2003,m,4,87251,Nikolay Davydenko,RUS,88,2,0,72,60,0,0,0,25,30,123,0,0,0,1
1290,2003,m,4,96985,Fernando Verdasco,ESP,55,7,6,85,68,0,0,0,38,46,102,0,0,0,1
1291,2003,m,4,75823,Taylor Dent,USA,57,19,15,78,47,217,191,149,38,41,131,64,40,63,1
1292,2003,m,4,90860,Robby Ginepri,USA,60,4,4,56,71,199,172,133,50,53,103,19,31,61,1
1293,2003,m,4,76103,Martin Verkerk,NED,54,34,8,86,46,223,201,144,43,36,158,74,61,73,1
1294,2003,m,4,85523,Mardy Fish,USA,54,12,2,81,70,205,181,165,50,43,98,35,19,65,1
1295,2003,m,4,107462,Tomas Berdych,CZE,59,23,4,80,62,0,0,0,26,44,132,0,0,0,1
1296,2003,m,4,5248,Arnaud Clement,FRA,56,11,7,75,45,194,170,141,44,39,152,60,59,72,1
1297,2003,m,4,4510,Juan Carlos Ferrero,ESP,51,5,7,83,59,189,168,133,40,42,121,23,38,71,1
1298,2003,m,4,70439,Gregory Carraz,FRA,54,22,13,83,55,204,180,151,38,34,157,77,25,62,1
1299,2003,m,4,82911,Jurgen Melzer,AUT,55,21,4,74,49,0,0,0,75,41,134,0,0,0,1
1300,2013,m,4,668240,Ryan Harrison,USA,62,11,2,72,29,220,188,149,0,25,69,28,34,57,0
1301,2013,m,4,668239,Nick Kyrgios,AUS,69,8,3,67,31,207,188,156,33,27,75,28,44,68,0
1302,2013,m,4,668238,Marinko Matosevic,AUS,59,7,3,57,51,196,175,141,33,38,119,45,50,64,0
1303,2013,m,4,668235,Albert Ramos,ESP,55,9,9,72,48,199,159,135,27,32,165,45,64,68,0
1304,2013,m,4,668234,Kenny de Schepper,FRA,59,20,11,73,57,217,196,165,100,22,133,37,63,71,0
1305,2013,m,4,668229,Andrej Martin,SVK,49,4,3,65,36,0,0,0,58,44,103,4,3,0,0
1306,2013,m,4,668228,Rhyne Williams,USA,55,11,9,71,41,0,0,0,50,37,132,11,9,0,0
1307,2013,m,4,668242,Andrey Kuznetsov,RUS,53,8,8,59,51,0,0,0,56,44,183,8,8,0,0
1308,2013,m,4,668243,Thomaz Bellucci,BRA,57,7,2,72,33,0,0,0,25,33,65,7,2,0,0
1309,2013,m,4,668244,Fernando Verdasco,ESP,59,5,14,74,43,222,186,157,35,40,144,64,63,68,0
1310,2013,m,4,668223,JanLennard Struff,GER,55,11,13,74,48,0,0,0,38,38,149,11,13,0,0
1311,2013,m,4,668208,Albano Olivetti,FRA,56,18,8,76,38,0,0,0,0,23,71,18,8,0,0
1312,2013,m,4,668210,Kei Nishikori,JPN,54,3,8,64,38,189,168,138,22,37,80,24,38,56,0
1313,2013,m,4,668207,Michael Russell,USA,59,6,4,64,41,201,180,141,33,32,83,32,41,75,0
1314,2013,m,4,668206,Aljaz Bedene,SLO,52,13,8,77,39,0,0,0,22,32,97,13,8,0,0
1315,2013,m,4,668205,Florent Serra,FRA,61,8,2,66,48,0,0,0,0,26,123,8,2,0,0
1316,2013,m,4,668261,Pablo Cuevas,URU,51,17,6,80,50,207,189,156,0,21,82,29,44,50,0
1317,2013,m,4,668245,Ernests Gulbis,LAT,58,15,8,75,46,0,0,0,23,37,159,15,8,0,0
1318,2013,m,4,668359,Sergiy Stakhovsky,UKR,53,7,9,72,44,0,0,0,21,37,156,7,9,0,0
1319,2013,m,4,668358,Martin Klizan,SVK,47,4,5,37,33,199,176,148,0,34,45,13,43,40,0
1320,2013,m,4,668357,Richard Berankis,LTU,53,3,4,50,28,202,185,154,13,32,50,16,27,47,0
1321,2013,m,4,668356,Adrian Ungur,ROU,56,1,7,46,26,189,172,146,100,24,38,19,47,43,0
1322,2013,m,4,668355,Filippo Volandri,ITA,56,1,5,51,37,180,168,143,0,24,45,13,25,50,0
1323,2013,m,4,668354,Guido Pella,ARG,56,6,9,67,49,205,180,149,14,27,117,35,46,68,0
1324,2013,m,4,668360,Horacio Zeballos,ARG,52,8,7,65,46,0,0,0,17,32,109,8,7,0,0
1325,2013,m,4,668377,Grigor Dimitrov,BUL,58,13,7,66,47,0,0,0,43,38,134,13,7,0,0
1326,2013,m,4,668381,Jiri Vesely,CZE,55,10,8,67,48,0,0,0,40,28,112,10,8,0,0
1327,2013,m,4,668537,Philipp Petzschner,GER,46,10,5,69,55,209,185,143,38,35,91,27,26,62,0
1328,2013,m,4,668353,Steve Johnson,USA,48,12,10,73,49,212,186,152,20,30,137,40,62,60,0
1329,2013,m,4,668352,Nicolas Almagro,ESP,64,7,5,63,44,0,0,0,33,32,84,7,5,0,0
1330,2013,m,4,668308,Collin Altamirano,USA,58,3,3,63,26,201,172,133,0,24,50,10,34,100,0
1331,2013,m,4,668324,Michal Przysiezny,POL,58,14,2,68,50,0,0,0,67,30,110,14,2,0,0
1332,2013,m,4,668328,Albert Montanes,ESP,51,4,8,66,48,0,0,0,0,13,57,4,8,0,0
1333,2013,m,4,668329,Thiemo de Bakker,NED,52,9,4,67,42,0,0,0,29,32,82,9,4,0,0
1334,2013,m,4,668338,Thomas Fabbiano,ITA,66,0,7,64,46,180,157,143,20,26,87,13,28,87,0
1335,2013,m,4,668342,Grega Zemlja,SLO,49,9,9,67,40,210,191,151,33,23,65,23,33,38,0
1336,2013,m,4,668343,PaulHenri Mathieu,FRA,56,7,8,64,44,202,172,152,33,25,63,24,26,40,0
1337,2013,m,4,668345,Daniel GimenoTraver,ESP,56,14,4,70,43,0,0,0,50,25,90,14,4,0,0
1338,2013,m,4,668351,Vasek Pospisil,CAN,48,21,15,73,47,0,0,0,39,38,176,21,15,0,0
1339,2013,m,4,668323,Lukasz Kubot,POL,38,5,14,68,40,0,0,0,50,35,86,5,14,0,0
1340,2013,m,4,668350,Lukas Rosol,CZE,47,18,14,72,39,0,0,0,42,38,111,18,14,0,0
1341,2013,m,4,668349,Jerzy Janowicz,POL,58,3,11,63,37,212,175,143,20,38,92,28,53,64,0
1342,2013,m,4,668348,Santiago Giraldo,COL,58,9,6,66,43,205,175,130,67,37,146,47,59,62,0
1343,2013,m,4,668347,Juan Monaco,ARG,63,1,5,54,50,0,0,0,0,29,51,1,5,0,0
1344,2013,m,4,668346,Paolo Lorenzi,ITA,48,2,6,66,25,201,183,144,50,34,62,16,16,45,0
1345,2013,m,4,668588,David Goffin,BEL,67,7,8,59,38,0,0,0,25,36,93,7,8,0,0
1346,2013,m,4,668587,James Duckworth,AUS,55,8,5,62,41,220,189,149,43,38,114,24,71,56,0
1347,2013,m,4,668586,Guillermo GarciaLopez,ESP,48,13,3,69,51,202,186,138,25,25,133,42,48,69,0
1348,2013,m,4,668585,Lukas Lacko,SVK,50,11,6,70,43,197,178,138,42,38,133,49,73,63,0
1349,2013,m,4,668589,Daniel Brands,GER,59,10,6,83,41,209,194,164,17,29,113,41,29,59,0
1350,2013,m,4,668582,Radek Stepanek,CZE,66,1,3,58,48,199,183,156,43,37,88,27,34,58,0
1351,2013,m,4,668580,Xavier Malisse,BEL,46,14,5,69,51,0,0,0,44,35,124,14,5,0,0
1352,2013,m,4,668581,Jurgen Zopp,EST,51,5,9,67,41,0,0,0,60,38,116,5,9,0,0
1353,2013,m,4,668579,Nicolas Mahut,FRA,63,6,5,68,51,0,0,0,33,24,94,6,5,0,0
1354,2013,m,4,668578,Brian Baker,USA,49,14,10,53,45,202,178,146,58,43,110,55,72,48,0
1355,2013,m,4,668555,Go Soeda,JPN,54,0,5,70,41,196,170,136,0,25,63,13,32,67,0
1356,2013,m,4,668590,Victor Hanescu,ROU,67,5,1,67,55,0,0,0,23,36,156,5,1,0,0
1357,2013,m,4,668591,Igor Sijsling,NED,55,13,3,69,42,0,0,0,44,33,107,13,3,0,0
1358,2013,m,4,668596,Jurgen Melzer,AUT,65,4,2,62,50,0,0,0,30,35,96,4,2,0,0
1359,2013,m,4,668608,Benoit Paire,FRA,51,29,11,80,45,205,185,141,26,41,191,86,68,73,0
1360,2013,m,4,668609,James Blake,USA,64,9,6,77,60,210,175,139,36,30,170,49,28,76,0
1361,2013,m,4,668611,Michael Llodra,FRA,63,2,6,60,39,202,185,154,50,26,61,24,29,55,0
1362,2013,m,4,668583,Fabio Fognini,ITA,54,3,7,53,38,194,164,131,33,30,55,25,31,53,0
1363,2013,m,4,669032,Maximo Gonzalez,ARG,68,3,4,72,50,183,157,130,40,31,104,23,24,56,0
1364,2013,m,4,669014,Sam Querrey,USA,58,25,7,84,51,215,194,149,13,26,150,66,60,63,0
1365,2013,m,4,668954,Guillaume Rufin,FRA,43,4,1,82,52,0,0,0,13,37,48,4,1,0,0
1366,2013,m,4,669050,Gael Monfils,FRA,83,7,3,73,52,201,160,149,14,28,120,35,29,56,0
1367,2013,m,4,669030,Pablo Andujar,ESP,64,2,5,52,50,194,178,141,14,35,79,18,25,53,0
1368,2013,m,4,669006,Roberto BautistaAgut,ESP,62,2,5,57,43,193,162,138,38,35,104,29,62,88,0
1369,2013,m,4,669015,Andreas HaiderMaurer,AUT,60,7,5,78,45,0,0,0,0,29,91,7,5,0,0
1370,2013,m,4,669016,Bernard Tomic,AUS,62,8,2,61,48,196,176,138,55,40,117,34,41,72,0
1371,2013,m,4,669010,Nikolay Davydenko,RUS,51,2,4,64,47,0,0,0,17,29,67,2,4,0,0
1372,2013,m,4,669009,Edouard RogerVasselin,FRA,61,3,3,59,48,193,181,143,100,29,102,27,44,61,0
1373,2013,m,4,669008,Rogerio Dutra Da Silva,BRA,58,2,5,48,38,205,173,143,0,24,46,9,22,33,0
1374,2013,m,4,669007,Stephane Robert,FRA,53,8,5,70,43,199,181,139,30,37,97,39,37,69,0
1375,2013,m,4,669005,Bradley Klahn,USA,71,17,3,74,47,207,188,156,33,35,140,49,50,62,0
1376,2013,m,4,668955,Dudi Sela,ISR,62,1,7,61,33,0,0,0,15,35,74,1,7,0,0
1377,2013,m,4,669003,Frank Dancevic,CAN,65,4,3,62,33,197,172,136,20,29,65,28,28,53,0
1378,2013,m,4,669002,Carlos Berlocq,ARG,84,1,2,51,15,194,164,138,33,29,58,17,17,41,0
1379,2013,m,4,669097,Juan Martin Del Potro,ARG,57,11,8,62,56,212,194,152,55,37,151,41,70,58,0
1380,2013,m,4,669063,Rajeev Ram,USA,66,11,2,70,46,204,176,141,40,30,127,38,45,57,0
1381,2013,m,4,669062,Jeremy Chardy,FRA,57,11,9,62,36,209,189,156,33,37,76,33,39,55,0
1382,2013,m,4,669061,Alexandr Dolgopolov,UKR,53,10,4,65,40,0,0,0,22,35,84,10,4,0,0
1383,2013,m,4,669060,YenHsun Lu,TPE,68,4,5,62,39,201,185,157,31,38,101,23,34,48,0
1384,2013,m,4,669098,Somdev Devvarman,IND,56,7,4,65,48,196,168,131,28,40,114,27,44,59,0
1385,2013,m,4,669099,Denis Kudla,USA,60,1,6,58,47,199,164,133,29,34,114,34,59,80,0
1386,2013,m,4,669116,Jarkko Nieminen,FIN,64,9,9,70,47,0,0,0,42,35,138,9,9,0,0
1387,2013,m,4,669115,Peter Gojowczyk,GER,55,15,8,78,43,0,0,0,40,36,151,15,8,0,0
1388,2013,m,4,669107,Alex Jr. Bogomolov,RUS,69,8,9,67,52,197,167,141,43,36,173,39,42,73,0
1389,2013,m,4,669106,Benjamin Becker,GER,59,6,4,59,49,215,189,149,100,26,73,19,36,60,0
1390,2013,m,4,669104,Kevin Anderson,RSA,64,7,4,59,42,212,191,176,0,24,53,17,19,29,0
1391,2013,m,4,669100,Donald Young,USA,62,5,8,57,44,212,172,135,23,41,109,37,54,57,0
1392,2013,m,4,669101,Leonardo Mayer,ARG,63,6,5,66,44,213,191,167,11,29,87,39,49,58,0
1393,2013,m,4,669102,Ivo Karlovic,CRO,63,12,6,76,53,218,202,172,50,25,98,35,25,63,0
1394,2013,m,4,669103,Tobias Kamke,GER,46,3,5,53,53,0,0,0,100,31,62,3,5,0,0
1395,2013,m,4,669148,Adrian Mannarino,FRA,65,1,0,55,35,204,183,146,0,26,54,8,14,50,0
1396,2013,m,4,669149,Daniel Evans,GBR,62,8,8,68,39,209,168,141,36,34,130,49,58,62,0
1397,2013,m,4,669150,Mikhail Kukushkin,KAZ,51,4,3,68,38,201,178,127,75,34,112,31,66,56,0
1398,2013,m,4,669151,Dmitry Tursunov,RUS,53,25,4,73,43,218,201,146,43,32,99,46,47,57,0
1399,2013,m,4,669152,Ivan Dodig,CRO,52,6,1,72,50,212,185,149,0,22,63,19,28,48,0
1400,2013,m,4,669153,John Isner,USA,74,26,5,84,47,226,199,168,29,28,123,65,40,58,0
1401,2013,m,4,669154,Jack Sock,USA,46,19,8,76,51,223,188,159,33,26,90,39,48,71,0
1402,2013,m,4,669167,Feliciano Lopez,ESP,59,7,8,71,53,215,186,159,0,25,113,32,34,63,0
1403,2013,m,4,669283,Florian Mayer,GER,62,0,2,70,43,196,178,136,0,23,74,17,26,54,0
1404,2013,m,4,669284,Andreas Seppi,ITA,61,10,5,71,46,199,181,139,26,39,134,38,43,58,0
1405,2013,m,4,669285,Joao Sousa,POR,59,2,3,56,26,197,175,139,50,25,54,10,27,48,0
1406,2013,m,4,669217,Julien Benneteau,FRA,52,5,6,63,32,202,183,148,0,33,63,23,28,65,0
1407,2013,m,4,669282,Tim Smyczek,USA,61,10,3,72,47,209,181,135,44,38,146,73,64,71,0
1408,2013,m,4,669281,Tommy Haas,GER,50,5,1,71,42,197,181,149,44,36,95,31,58,61,0
1409,2013,m,4,669280,Evgeny Donskoy,RUS,58,13,2,83,35,201,176,139,14,31,111,41,47,43,0
1410,2013,m,4,669218,Marcos Baghdatis,CYP,47,16,8,69,54,215,186,139,22,30,132,47,48,68,0
1411,2013,m,4,670170,Roger Federer,SUI,60,5,0,73,47,201,178,143,13,38,101,45,43,62,0
1412,2013,m,4,670171,Janko Tipsarevic,SRB,59,8,5,66,47,207,188,138,36,36,153,39,58,60,0
1413,2013,m,4,670188,Milos Raonic,CAN,56,39,11,75,52,230,204,157,27,38,207,102,80,68,0
1414,2013,m,4,670189,Philipp Kohlschreiber,GER,63,12,1,66,50,205,181,143,0,26,112,49,47,65,0
1415,2013,m,4,670474,Marcel Granollers,ESP,48,2,2,48,33,207,178,146,0,15,36,8,20,32,0
1416,2013,m,4,670186,Lleyton Hewitt,AUS,52,8,9,63,53,196,165,128,67,42,146,55,54,58,0
1417,2013,m,4,670473,Tomas Berdych,CZE,58,3,3,76,40,213,188,144,50,33,110,32,45,69,0
1418,2013,m,4,670481,Denis Istomin,UZB,69,4,2,65,53,212,186,146,50,33,114,33,36,51,0
1419,2013,m,4,670854,David Ferrer,ESP,63,5,3,62,58,191,175,146,27,38,137,40,45,72,0
1420,2013,m,4,670855,Tommy Robredo,ESP,52,3,4,59,28,202,185,146,0,24,43,10,21,47,0
1421,2013,m,4,670972,Mikhail Youzhny,RUS,56,2,4,53,52,193,175,146,20,34,87,15,31,48,0
1422,2013,m,4,670970,Andy Murray,GBR,63,5,4,54,55,217,176,135,0,25,78,15,30,45,0
1423,2013,m,4,671167,Stanislas Wawrinka,SUI,50,8,7,71,50,222,188,149,56,36,165,57,69,63,0
1424,2013,m,4,671162,Richard Gasquet,FRA,64,6,4,71,45,202,178,141,17,29,84,26,32,69,0
1425,2013,m,4,671831,Novak Djokovic,SRB,68,6,2,58,48,204,180,141,27,38,102,46,53,61,0
1426,2012,m,4,591633,Novak Djokovic,SRB,62,7,5,63,42,205,186,146,50,42,155,40,65,70,0
1427,2012,m,4,590912,Tomas Berdych,CZE,62,7,6,60,48,213,183,144,50,31,124,45,64,52,0
1428,2012,m,4,590930,David Ferrer,ESP,60,1,3,64,46,197,176,146,43,33,86,24,39,77,0
1429,2012,m,4,590398,Roger Federer,SUI,63,7,3,71,45,204,183,156,67,31,106,44,40,83,0
1430,2012,m,4,590330,Marin Cilic,CRO,53,2,6,68,34,209,189,144,44,38,105,32,50,66,0
1431,2012,m,4,590452,Janko Tipsarevic,SRB,58,10,0,67,61,205,189,148,57,30,159,60,58,66,0
1432,2012,m,4,590480,Juan Martin Del Potro,ARG,66,8,3,65,44,217,194,146,33,28,94,25,33,65,0
1433,2012,m,4,589417,Nicolas Almagro,ESP,44,9,5,76,50,210,185,151,0,21,76,32,31,77,0
1434,2012,m,4,590150,Milos Raonic,CAN,70,14,6,70,31,225,205,159,0,22,68,34,27,45,0
1435,2012,m,4,590152,Martin Klizan,SVK,54,5,3,58,47,201,176,144,29,35,74,32,41,67,0
1436,2012,m,4,590327,Philipp Kohlschreiber,GER,60,12,4,70,38,202,181,149,17,28,88,34,53,80,0
1437,2012,m,4,590221,Richard Gasquet,FRA,59,6,2,62,52,201,175,143,27,32,107,32,34,63,0
1438,2012,m,4,590337,Andy Roddick,USA,65,20,6,77,49,217,196,167,25,25,118,57,47,52,0
1439,2012,m,4,590411,Stanislas Wawrinka,SUI,40,5,3,65,35,215,189,146,33,37,52,14,29,73,0
1440,2012,m,4,589246,Fernando Verdasco,ESP,61,6,10,74,41,217,183,148,0,20,75,27,35,65,0
1441,2012,m,4,589272,Gilles Simon,FRA,77,0,3,53,58,165,148,128,27,34,119,20,31,38,0
1442,2012,m,4,589249,Jack Sock,USA,49,17,11,79,52,217,186,156,9,26,129,56,52,83,0
1443,2012,m,4,589247,Sam Querrey,USA,58,20,3,72,43,222,196,143,9,29,129,48,56,50,0
1444,2012,m,4,589248,Feliciano Lopez,ESP,50,18,4,86,53,218,194,160,31,34,162,68,55,74,0
1445,2012,m,4,589260,James Blake,USA,55,3,2,74,37,199,181,141,25,28,75,17,14,71,0
1446,2012,m,4,589251,Kei Nishikori,JPN,64,4,8,66,57,194,172,136,11,29,118,32,37,60,0
1447,2012,m,4,589252,Jeremy Chardy,FRA,54,5,9,67,55,218,199,160,17,28,82,23,37,68,0
1448,2012,m,4,589383,Grega Zemlja,SLO,52,9,2,63,54,202,183,151,25,31,93,35,37,66,0
1449,2012,m,4,589406,John Isner,USA,64,22,3,75,60,218,199,172,18,31,141,62,57,62,0
1450,2012,m,4,589382,Steve Johnson,USA,56,10,8,64,45,212,183,159,0,22,72,30,38,63,0
1451,2012,m,4,589381,Lleyton Hewitt,AUS,54,8,5,73,39,199,170,136,40,28,117,36,72,55,0
1452,2012,m,4,589386,Leonardo Mayer,ARG,57,11,3,68,48,218,196,165,20,26,105,44,45,62,0
1453,2012,m,4,589380,Fabio Fognini,ITA,61,15,8,72,50,202,178,141,50,32,120,56,36,75,0
1454,2012,m,4,589384,Alexandr Dolgopolov,UKR,50,5,8,70,42,212,186,141,0,21,79,24,49,74,0
1455,2012,m,4,589300,Julien Benneteau,FRA,62,4,2,64,38,201,178,146,0,20,55,15,22,69,0
1456,2012,m,4,588792,Bjorn Phau,GER,54,2,7,65,41,207,181,148,0,26,60,16,17,80,0
1457,2012,m,4,588795,Albert Ramos,ESP,59,5,11,70,48,0,0,0,67,32,152,5,11,0,0
1458,2012,m,4,588794,Nikolay Davydenko,RUS,65,5,10,67,36,201,165,144,25,33,123,31,45,68,0
1459,2012,m,4,588797,Jimmy Wang,TPE,68,4,1,56,55,196,175,138,56,38,115,31,68,60,0
1460,2012,m,4,588778,Philipp Petzschner,GER,56,17,5,76,47,212,193,139,50,31,149,45,62,58,0
1461,2012,m,4,588785,Flavio Cipolla,ITA,72,0,6,52,58,170,148,139,8,35,77,17,20,58,0
1462,2012,m,4,588798,Ruben RamirezHidalgo,ESP,55,1,6,66,46,197,183,143,0,22,78,18,30,53,0
1463,2012,m,4,588796,Jurgen Zopp,EST,49,3,2,63,38,207,189,157,100,23,51,15,35,78,0
1464,2012,m,4,588709,Ivan Dodig,CRO,56,3,3,60,47,207,191,144,0,28,60,23,27,63,0
1465,2012,m,4,588777,Pablo Andujar,ESP,63,4,5,57,61,0,0,0,29,37,167,4,5,0,0
1466,2012,m,4,588793,Marcel Granollers,ESP,72,2,1,56,54,215,180,136,0,19,59,11,16,38,0
1467,2012,m,4,588811,PaulHenri Mathieu,FRA,54,6,2,84,76,205,186,152,0,21,87,22,16,83,0
1468,2012,m,4,588799,Daniel Brands,GER,56,15,12,73,46,218,204,164,100,24,147,41,71,53,0
1469,2012,m,4,588744,Tim Smyczek,USA,55,2,8,63,35,199,176,152,100,29,65,18,42,55,0
1470,2012,m,4,588800,Matthew Ebden,AUS,54,3,10,67,39,0,0,0,0,27,71,3,10,0,0
1471,2012,m,4,588779,JoWilfried Tsonga,FRA,61,4,5,68,38,207,178,148,33,38,101,28,36,58,0
1472,2012,m,4,588862,Brian Baker,USA,62,2,5,62,46,202,180,160,33,27,75,18,44,67,0
1473,2012,m,4,588865,CedrikMarcel Stebe,GER,58,8,4,68,51,0,0,0,50,37,100,8,4,0,0
1474,2012,m,4,588861,Benoit Paire,FRA,48,14,12,77,45,207,183,148,27,33,169,59,70,63,0
1475,2012,m,4,588866,Jarkko Nieminen,FIN,61,5,4,73,45,204,168,127,25,25,104,28,22,56,0
1476,2012,m,4,588860,Bradley Klahn,USA,57,4,3,60,44,204,180,159,0,27,72,30,52,77,0
1477,2012,m,4,588881,Ernests Gulbis,LAT,63,24,4,81,57,222,197,164,0,29,134,49,31,54,0
1478,2012,m,4,588856,Gilles Muller,LUX,59,35,9,85,47,209,193,160,18,31,188,95,69,57,0
1479,2012,m,4,588859,Igor Sijsling,NED,54,7,5,75,39,215,194,151,25,22,83,27,43,60,0
1480,2012,m,4,588868,Ryan Harrison,USA,51,6,5,60,49,202,186,156,30,32,82,24,42,61,0
1481,2012,m,4,588873,Tommy Robredo,ESP,59,5,4,64,59,0,0,0,10,29,112,5,4,0,0
1482,2012,m,4,588857,Bernard Tomic,AUS,74,7,1,61,39,199,180,139,0,20,51,18,27,43,0
1483,2012,m,4,588864,Guillermo GarciaLopez,ESP,54,2,9,59,45,0,0,0,100,31,74,2,9,0,0
1484,2012,m,4,588870,Marcos Baghdatis,CYP,42,14,10,72,46,210,188,154,75,26,106,22,46,50,0
1485,2012,m,4,588863,Steve Darcis,BEL,55,6,3,67,61,201,172,135,22,27,143,40,47,63,0
1486,2012,m,4,588858,Dennis Novikov,USA,49,14,10,73,50,217,194,149,14,32,139,59,50,60,0
1487,2012,m,4,588867,Rogerio Dutra Da Silva,BRA,64,3,1,54,45,207,185,148,0,21,56,17,36,80,0
1488,2012,m,4,588502,Donald Young,USA,70,0,3,56,46,207,165,136,50,23,60,17,30,44,0
1489,2012,m,4,588466,Maxime Authom,BEL,57,9,7,73,38,0,0,0,38,29,117,9,7,0,0
1490,2012,m,4,588477,Robby Ginepri,USA,56,6,7,60,46,0,0,0,27,36,124,6,7,0,0
1491,2012,m,4,588471,Rui Machado,POR,54,2,7,63,35,207,165,160,33,27,57,10,27,57,0
1492,2012,m,4,588468,Go Soeda,JPN,53,3,4,63,49,205,176,144,50,31,90,22,37,61,0
1493,2012,m,4,588470,Guido Pella,ARG,65,2,6,61,38,0,0,0,42,37,113,2,6,0,0
1494,2012,m,4,588562,Ivo Karlovic,CRO,60,32,6,77,55,0,0,0,0,21,113,32,6,0,0
1495,2012,m,4,588513,Michael Russell,USA,57,6,9,61,47,0,0,0,42,39,157,6,9,0,0
1496,2012,m,4,588569,Radek Stepanek,CZE,49,12,12,79,42,205,183,157,25,34,125,31,38,69,0
1497,2012,m,4,588561,Nicolas Mahut,FRA,57,9,4,68,53,201,181,149,70,36,158,41,49,62,0
1498,2012,m,4,588474,Blaz Kavcic,SLO,56,9,7,62,39,0,0,0,35,43,141,9,7,0,0
1499,2012,m,4,588548,Florian Mayer,GER,63,2,2,61,42,189,172,138,0,25,54,8,20,54,0
1500,2012,m,4,588570,YenHsun Lu,TPE,50,11,10,78,46,202,189,156,67,28,123,42,51,79,0
1501,2012,m,4,588504,Somdev Devvarman,IND,61,2,7,70,28,185,159,128,67,33,96,31,55,75,0
1502,2012,m,4,588525,Denis Istomin,UZB,65,18,2,71,56,0,0,0,17,31,117,18,2,0,0
1503,2012,m,4,588505,David Goffin,BEL,56,6,8,65,43,193,170,143,11,38,104,28,39,81,0
1504,2012,m,4,588473,Alex Jr. Bogomolov,RUS,72,1,2,54,19,196,170,146,33,40,80,24,35,67,0
1505,2012,m,4,588475,Hiroki Moriya,JPN,68,1,7,50,25,0,0,0,0,24,47,1,7,0,0
1506,2012,m,4,588565,Thomaz Bellucci,BRA,50,16,8,76,53,0,0,0,43,30,142,16,8,0,0
1507,2012,m,4,588503,Robin Haase,NED,54,8,4,69,56,0,0,0,0,22,75,8,4,0,0
1508,2012,m,4,588472,Denis Kudla,USA,61,4,4,62,55,0,0,0,40,35,125,4,4,0,0
1509,2012,m,4,588467,Lukas Lacko,SVK,55,4,5,66,51,199,183,144,23,32,109,22,39,50,0
1510,2012,m,4,588469,Igor Andreev,RUS,53,24,7,74,54,209,189,151,40,36,158,65,58,94,0
1511,2012,m,4,588600,Santiago Giraldo,COL,75,2,0,64,61,201,165,133,27,28,141,35,36,78,0
1512,2012,m,4,588516,Marinko Matosevic,AUS,69,8,2,57,67,191,172,136,44,34,154,35,58,67,0
1513,2012,m,4,588476,Adrian Ungur,ROU,64,5,7,70,41,0,0,0,43,33,109,5,7,0,0
1514,2012,m,4,588478,Bobby Reynolds,USA,51,9,3,65,48,0,0,0,56,34,138,9,3,0,0
1515,2012,m,4,587864,Guido Andreozzi,ARG,53,8,6,69,40,207,188,143,0,20,64,23,49,71,0
1516,2012,m,4,588479,Filippo Volandri,ITA,64,0,1,64,53,183,167,141,0,19,65,20,22,63,0
1517,2012,m,4,588480,Tatsuma Ito,JPN,48,2,9,64,44,0,0,0,33,31,96,2,9,0,0
1518,2012,m,4,588481,Alejandro Falla,COL,60,2,5,49,38,0,0,0,22,33,64,2,5,0,0
1519,2012,m,4,588567,Karol Beck,SVK,58,9,8,65,37,197,173,149,14,29,85,25,36,44,0
1520,2012,m,4,588684,Guillaume Rufin,FRA,52,15,6,65,48,210,188,152,50,26,120,36,58,59,0
1521,2012,m,4,588685,Jan Hajek,CZE,66,5,5,70,42,196,173,144,0,31,82,22,31,43,0
1522,2012,m,4,588616,Ricardo Mello,BRA,72,6,0,68,63,0,0,0,7,33,118,6,0,0,0
1523,2012,m,4,588655,Viktor Troicki,SRB,61,8,4,65,45,0,0,0,25,32,99,8,4,0,0
1524,2012,m,4,588708,Michael Llodra,FRA,62,11,5,71,46,205,181,154,33,33,120,44,42,62,0
1525,2012,m,4,588701,Grigor Dimitrov,BUL,63,2,9,68,48,0,0,0,40,36,139,2,9,0,0
1526,2012,m,4,588682,Mikhail Kukushkin,KAZ,59,0,3,41,33,0,0,0,0,22,22,0,3,0,0
1527,2012,m,4,588712,Xavier Malisse,BEL,58,11,4,78,67,202,185,138,40,25,131,47,27,79,0
1528,2012,m,4,588707,Albert Montanes,ESP,52,5,7,61,50,201,178,146,33,26,95,39,33,75,0
1529,2012,m,4,588724,Jurgen Melzer,AUT,70,2,9,61,48,207,176,149,58,39,165,34,61,45,0
